Unnamed: 0,Artists Name,Artist ID,Track Name,Track ID,Release Date,Popularity,Danceability,Energy
45,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Sweet but Psycho,25sgk305KZfyuqVBQIahim,2018-08-17,96,0.7190000000000001,0.7040000000000001
46,Flipp Dinero,2HUwZ0kumzCSlhFcjFZfpp,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,2018-09-04,90,0.792,0.743
47,Drake,3TVXtAsR1Inumwj472S9r4,Nonstop,0TlLq3lA83rQOYtrqBqSct,2018-06-29,88,0.912,0.41200000000000003
48,French Montana,6vXTefBL93Dj5IqAWq6OTv,No Stylist,04MLEeAMuV9IlHEsD8vF6A,2018-09-20,87,0.765,0.7040000000000001
49,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,2019-01-11,92,0.807,0.887
0,Anuel Aa,2R21vXR83lH98kGeO99Y66,Secreto,5W83ErFkO3aKAIS1WMi6u0,2019-01-15,94,0.807,0.8029999999999999
1,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,Con Calma,5w9c2J52mkdntKOmRLeM2m,2019-01-24,94,0.737,0.86
2,Mau y Ricky,2wkoKEfS6dXwThbyTnZWFU,Desconocidos,0s5DNDV6LAKn2u2Ufa3VjQ,2018-10-12,92,0.7090000000000001,0.7709999999999999
3,ChocQuibTown,6tkyhGe9hGI3Lcfo4gVh6Z,Pa Olvidarte (feat. Manuel Turizo) - Remix,2ktoFujjJtantyMoVdBJlX,2019-02-01,82,0.7240000000000001,0.7909999999999999
4,Paulo Londra,3vQ0GE3mI0dAaxIMYe5g7z,Adan y Eva,6FyRXC8tJUh863JCkyWqtk,2018-11-05,94,0.767,0.7090000000000001
5,Pedro Capó,4QVBYiagIaa6ZGSPMbybpy,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,2018-10-05,96,0.826,0.773
6,Piso 21,4bw2Am3p9ji3mYsXNXtQcd,Te Vi,059bcIhyc2SBwm6sw2AZzd,2018-12-14,89,0.877,0.777
7,Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,Esclavo de Tus Besos,3g4UyIcQwutiG0TfW32GnX,2019-02-15,78,0.805,0.6709999999999999
8,Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,Un Año,5BDP2tky8oMQJPS33frKVp,2019-01-18,88,0.7709999999999999,0.382
9,Dalex,0KPX4Ucy9dk82uj4GpKesn,Pa Mí - Remix,224EVTFiLsdQignUFLvDeH,2019-02-07,76,0.688,0.62
10,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Baila Baila Baila,7uH27oIt4a6cIFCA8ZPcyG,2019-01-05,93,0.816,0.754
11,Anuel Aa,2R21vXR83lH98kGeO99Y66,Ella Quiere Beber - Remix,2cYnZNzFRFK0H7vSNxPsUq,2018-11-02,91,0.7509999999999999,0.665
12,Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,Sola,675w3ACw5xZR3ODhUJlEVN,2018-11-09,81,0.7040000000000001,0.706
13,Anuel Aa,2R21vXR83lH98kGeO99Y66,Amanece,1LiN0Z98FkR1t0m8KmLcAH,2018-12-14,90,0.79,0.631
14,Bad Bunny,4q3ewBCX7sLwd24euuV69X,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,2018-10-11,95,0.8170000000000001,0.539
15,Karol G,790FomKkXshlbRYZFtlgla,Créeme,1mT47pKLXUwPYGwB91GcNz,2018-11-02,87,0.715,0.872
16,Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,Dile la Verdad,6qP73DRFGojLuIk1siIhNE,2019-01-11,84,0.8859999999999999,0.701
17,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,Reggaeton,2D3z17LBMJ2HEHeBFFjTLi,2018-11-17,88,0.747,0.74
18,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,Adictiva,6MJUCumnQsQEKbCy28tbCP,2018-11-09,90,0.7879999999999999,0.7709999999999999
19,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,7 rings,6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,92,0.7709999999999999,0.32
20,Amenazzy,6kq4GHwUcUojGIu0ziSNXf,Baby,2IA8cFA46DkjgbsRG7kKbp,2018-12-21,84,0.7,0.71
21,Kenny Man,6SGvRyZuaSuWmP6IWUKpGf,Ni Gucci Ni Prada,32lexhcz93AinKK0qLTZaZ,2018-09-14,84,0.799,0.6759999999999999
22,DJ Snake,540vIaP2JwjQb9dm3aArA4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,2018-09-28,95,0.841,0.7979999999999999
23,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,No Es Justo,5qFeMRz4TvetPmzjre9Dq7,2018-05-25,80,0.684,0.8109999999999999
24,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Bubalu,7dNwJbsT0sg1le5kVugGJb,2018-11-06,88,0.8,0.355
25,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Shallow,2VxeLyX666F8uXCJ0dZF8B,2018-10-05,93,0.5720000000000001,0.385
26,Piso 21,4bw2Am3p9ji3mYsXNXtQcd,Puntos Suspensivos,04cd1MHVq1D8v1nuTZoCdv,2018-05-11,85,0.823,0.731
27,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Vaina Loca,48zFZh27QU5qsrBjn4C2FA,2018-08-24,88,0.754,0.805
28,Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,Ya No Tiene Novio,7uQmJ1jgNzBpATSoWKSPFu,2018-08-10,86,0.632,0.8320000000000001
29,Reykon,3PAwspMN27PDm81WwXDsMf,Domingo (feat. Cosculluela),6ayCEojiJIe5d8DwXVlGU4,2018-10-26,78,0.816,0.733
30,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Solo de Mi,4uP3pUP18ennmz0tb3GphR,2018-12-23,81,0.743,0.73
31,Mike Bahía,1phfTBIocBW3UwqcYjaEN6,Esta Noche,7vFmnmcsp41uzBUiw1zxfw,2018-11-30,72,0.727,0.85
32,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Ibiza,1h9P5WJwyvK8OB7O2YiXgp,2018-08-24,84,0.691,0.71
33,Queen,1dfeR4HaWDbWqFHLkxsg1d,Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,1975-11-21,80,0.397,0.396
34,Zion & Lennox,21451j1KhjAiaYKflxBjr1,La Player (Bandolera),0VKkyBKCXyR99navhVRqcP,2018-02-16,82,0.769,0.838
35,Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,Culpables,3RD0PGolM0mETGHaprwgMn,2018-07-27,78,0.573,0.31
36,Brytiago,00XhexlJEXQstHimpZN910,Asesina - Remix,59PYgzOiOjGDzjDT5N5oOX,2018-10-31,86,0.825,0.69
37,Nacho,2ayNSoKPCRAfjp6hQ76hRu,Déjalo,4VTTpwcAxVSQNzEZLi75d0,2018-11-30,81,0.743,0.795
38,Karol G,790FomKkXshlbRYZFtlgla,Culpables,6q8Lb50EtqNeeJXXe8mMAH,2018-09-14,86,0.728,0.8009999999999999
39,ChocQuibTown,6tkyhGe9hGI3Lcfo4gVh6Z,Pa Olvidarte,0NCMHQFpWVDK199pKR2Y7V,2018-11-02,72,0.7290000000000001,0.805
40,Becky G,4obzFoKoKRHIphyHzJ35G3,Cuando Te Besé,2XXMDz7SPZ4mSFN1PXfHUy,2018-08-02,86,0.772,0.732
41,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,Imposible,4cuGZb0iFyHtwaSKdKrJkF,2019-02-01,74,0.7829999999999999,0.738
42,Mario Bautista,0AspLZGQkP38yddNoD0pLn,Baby Girl (feat. Lalo Ebratt),6o8ogTrSX8H0F66Pdz3Tsc,2018-08-17,84,0.804,0.705
43,Mike Bahía,1phfTBIocBW3UwqcYjaEN6,Serenata,0Ek2vjTPwy3fXKQnsXy8MH,2018-10-12,73,0.757,0.8240000000000001
44,Kevin Roldan,1RBzGO6Nm3uyhUSxP7EDWO,PPP - Remix,3jOn1ZdPldABfKQY4JBhov,2019-01-25,78,0.8029999999999999,0.7490000000000001
45,Anuel Aa,2R21vXR83lH98kGeO99Y66,Quiere Beber,3rPAD722s5FFNnwjC91t7Z,2018-07-17,83,0.773,0.57
46,Cali Y El Dandee,5DUlefCLzVRzNWaNURTFpK,Ay Corazón,3DN6Gss0WIEMXc1AvnrAA5,2019-02-13,69,0.727,0.7120000000000001
47,Kevin Roldan,1RBzGO6Nm3uyhUSxP7EDWO,PPP,1DcxnVNFAyVl2sDQ646pXS,2018-09-07,84,0.7859999999999999,0.65
48,Andrés Cepeda,49Z1AvGeUaBSanPaOmplK6,Magia (feat. Sebastian Yatra),6xAhkN7uE1qdhPa8jZwhTb,2018-08-24,68,0.45799999999999996,0.705
49,Reik,0vR2qb8m9WHeZ5ByCbimq2,Amigos Con Derechos,2zDj4WjbNDmrRL6Z4YjjCA,2018-08-31,85,0.6859999999999999,0.807
0,Ninho,6Te49r3A6f5BiIgBRxH7FH,Goutte d’eau,5ojNTROUJJgCFFbdD3xTZn,2019-02-21,76,0.6629999999999999,0.685
1,Heuss L'enfoiré,3YwqjMyrRfuixi2pbgTGCE,Khapta,6stxV2bl7xSiPUornxwyNR,2019-01-25,80,0.8109999999999999,0.6920000000000001
2,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,7 rings,6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,92,0.7709999999999999,0.32
3,Angèle,3QVolfxko2UyCOtexhVTli,Tout oublier,06O3hxudc6V0BOuoCFSy71,2018-10-05,78,0.6920000000000001,0.542
4,Heuss L'enfoiré,3YwqjMyrRfuixi2pbgTGCE,Les méchants,0r64LBR8RlnXcdd5HTFubd,2019-01-25,75,0.675,0.626
5,Lomepal,1Yfe3ONJlioHys7jwHdfVm,Trop beau,4WB9OeauHXnGOMUK4s80gM,2018-12-07,77,0.748,0.66
6,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Shallow,2VxeLyX666F8uXCJ0dZF8B,2018-10-05,93,0.5720000000000001,0.385
7,Lomepal,1Yfe3ONJlioHys7jwHdfVm,1000°C,6l7PqWKsgm4NLomOE7Veou,2018-12-07,73,0.706,0.5529999999999999
8,Bramsito,1WDkNp8Duv9QhO246S4dDa,Sale mood,7oxSh7uiB74lWGVIv2Qtlm,2018-11-01,76,0.685,0.7609999999999999
9,Roméo Elvis,2pHk4wAmL7ofTAuvCIUWtv,Malade,0MEriM1ajYAQOZTzLSz7o7,2019-02-21,66,0.669,0.6409999999999999
10,Kaaris,1ntQKIMIgESKpKoNXVBvQg,Gun salute,5UgUGPknu6JRgawaJAO9rX,2019-01-25,69,0.862,0.5329999999999999
11,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Sweet but Psycho,25sgk305KZfyuqVBQIahim,2018-08-17,96,0.7190000000000001,0.7040000000000001
12,Maes,6L34dW6SKMSDaGIfYDU19j,Madrina,4miiqu2dxOhBguQDHtqssH,2018-11-29,68,0.736,0.797
13,Eva,5nH2klYTzn8CNvUv1GOGQO,On Fleek,4MSFxqmkiMxq7e61jTqgqt,2019-01-11,75,0.735,0.764
14,Hamza,5gs4Sm2WQUkcGeikMcVHbh,HS (feat. SCH),3Orh7rBLR3SbekWQQs3N1L,2019-02-22,63,0.7290000000000001,0.512
15,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,2019-01-11,92,0.807,0.887
16,Booba,58wXmynHaAWI5hwlPZP3qL,PGP,38Eq6RgIxOdt4twqyVAPCn,2019-01-24,75,0.8029999999999999,0.5329999999999999
17,Koba LaD,1q7T9rFQ2a2ukA1PU51fo3,Aventador,4je4fmupGLC9rTN4VgZRgY,2019-02-14,69,0.82,0.657
18,Aya Nakamura,7IlRNXHjoOCgEAWN5qYksg,La dot,3aRgAfrt6aQW8IimLq2aVG,2018-11-02,75,0.752,0.514
19,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,2019-02-08,98,0.726,0.545
20,Bad Bunny,4q3ewBCX7sLwd24euuV69X,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,2018-10-11,95,0.8170000000000001,0.539
21,Jain,2HHmvvSQ44ePDH7IKVzgK0,Oh Man,0F3fscqwFqD52Tpbep5hBW,2018-08-24,72,0.878,0.47700000000000004
22,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Say My Name,0YammaEkYSeo9vQYZ1OwS6,2018-09-14,88,0.703,0.66
23,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,High Hopes,1rqqCSm0Qe4I9rUvWncaom,2018-06-22,94,0.579,0.904
24,Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,Speechless (feat. Erika Sirola),1rCcsYnmqbMYdkG7kS9GC5,2018-11-16,87,0.574,0.728
25,Kpoint,3ABLHSKKZzNcgpBuXvLB9W,Ma 6t a craqué (feat. Ninho),2KtpMkc1TS1FMwy9FR0gCM,2019-02-15,52,0.816,0.684
26,Heuss L'enfoiré,3YwqjMyrRfuixi2pbgTGCE,L'enfoiré,2S8wxDFED8PAo4ZqhyMRh2,2019-01-25,71,0.652,0.621
27,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Boom Bye Bye,3JgDeryfh6Z9P0b8plZTwF,2019-01-24,71,0.6859999999999999,0.7959999999999999
28,Hornet La Frappe,1kwzW1IszUiq4Gs9BFesvW,Sheitana (feat. Ninho),1GOIfWQmA3Tp6GlwcCd35K,2018-09-21,71,0.851,0.626
29,RK,2s7fZ34RK8RUJQ2ewsh6I5,Rédemption,2ZyJthCTd4r7yLIWuIxFcb,2019-02-07,70,0.846,0.8390000000000001
30,GLK,3dH7pcBScIJQboDyMzUzez,Mauvais,3ABwQntK8i49EGOd3SSj7Q,2018-11-30,71,0.867,0.68
31,PLK,3DCWeG2J1fZeu0Oe6i5Q6m,Dingue,4a4cTUsFiyPN8jaHt2xf18,2019-02-01,70,0.6759999999999999,0.675
32,Angèle,3QVolfxko2UyCOtexhVTli,Balance ton quoi,2jX5c5RFp0A9E1GDsvGxIa,2018-10-05,71,0.703,0.442
33,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,2018-10-25,90,0.703,0.723
34,Ninho,6Te49r3A6f5BiIgBRxH7FH,Binks to Binks 6,4zrEmFA3R3JngfWR70zu3w,2019-01-01,71,0.617,0.691
35,Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,Nothing Breaks Like a Heart (feat. Miley Cyrus),27rdGxbavYJeBphck5MZAF,2018-11-30,92,0.601,0.794
36,Sam Smith,2wY79sveU1sp5g7SokKOiI,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,2019-01-11,96,0.741,0.52
37,Pedro Capó,4QVBYiagIaa6ZGSPMbybpy,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,2018-10-05,96,0.826,0.773
38,Shay,3MNnSV5hDd2UzZzgqD8xlU,Notif,4K6xOnJQowVf9QL5Qrr86A,2019-02-21,62,0.757,0.7340000000000001
39,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,Like I Love You (feat. The NGHBRS),30K9xVNSog0DVr5ey5yVoY,2018-09-14,70,0.863,0.588
40,Heuss L'enfoiré,3YwqjMyrRfuixi2pbgTGCE,Aristocrate,7gNlaZaMIjRUfnAYd9Dvmt,2019-01-25,69,0.935,0.613
41,Maes,6L34dW6SKMSDaGIfYDU19j,Billets verts,3uTNli5uz5rNOqD6qZFi8L,2018-11-29,65,0.664,0.573
42,Zola,54kCbQZaZWHnwwj9VP2hn4,Zolabeille,30KebKTywCUJuheOI8RG8a,2019-02-22,59,0.8140000000000001,0.473
43,Orelsan,4FpJcNgOvIpSBeJgRg3OfN,Rêves bizarres (feat. Damso),7lhuM9WUqdThw72dCBRmQW,2018-11-16,73,0.816,0.652
44,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Baila Baila Baila,7uH27oIt4a6cIFCA8ZPcyG,2019-01-05,93,0.816,0.754
45,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,Be Alright,3EPXxR3ImUwfayaurPi3cm,2018-06-29,92,0.5529999999999999,0.586
46,Koba LaD,1q7T9rFQ2a2ukA1PU51fo3,FeFe,369Vi2C4a73xhxhowHNbSR,2019-01-29,70,0.8909999999999999,0.6
47,Lacrim,7DUTsWY3RBd64vh8UtgtYA,Solo,6z98rQO7KJLzFAkFflWsjf,2019-02-08,62,0.7040000000000001,0.846
48,Rim'K,2eh8cEKZk4VeruUrGq748D,Air Max,0RTvfKVdkt10ATfJ8BjMEI,2018-09-21,63,0.82,0.591
49,DJ Snake,540vIaP2JwjQb9dm3aArA4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,2018-09-28,95,0.841,0.7979999999999999
0,KC Rebell,5p7mWeX4RlvqBCxylfiXdE,DNA,4BD9yUEFI07WaDJ381DDMq,2019-02-15,80,0.828,0.6859999999999999
1,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,Capital Bra je m'appelle,6VMAFT0zfide2Jg8MVZAPz,2019-02-22,74,0.626,0.768
2,Shirin David,0JBdTCGs111JKKYfLqOEBa,Gib Ihm,5iIgIxtMNeogKaFUfvuAbs,2019-02-15,79,0.9279999999999999,0.402
3,Eno,3GBBxBdoolb0B5YizZq9bF,Ferrari,4AgK0CwpwcekXVdAoYB2VO,2019-02-08,84,0.73,0.725
4,Azet,39KEQQAG9JhIt71g9NEVhh,Fragen,26pr9oLIVAc1L62F2exIRT,2019-02-22,73,0.8390000000000001,0.733
5,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,Prinzessa,7r55d7IhAj5UGKiYbXBwRP,2019-01-25,84,0.732,0.583
6,Azet,39KEQQAG9JhIt71g9NEVhh,Hallo Hallo,3aYAAXlB1yvUs5MJ0FI3bh,2019-02-08,80,0.784,0.654
7,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,7 rings,6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,92,0.7709999999999999,0.32
8,MERO,5wyWp867LWGjFmYZXVSFnZ,Hobby Hobby,260R90ctQ1SiPax90PuEsT,2019-01-18,83,0.737,0.75
9,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Sweet but Psycho,25sgk305KZfyuqVBQIahim,2018-08-17,96,0.7190000000000001,0.7040000000000001
10,Loredana,2Im8m4STDBosjfmb5hmP80,ROMEO & JULIET,3uB8KqnEoQq5bTQ1JFHJ7Y,2019-02-01,80,0.644,0.68
11,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,Benzema,7KPGeiXWDsGEvFK62wzU8E,2018-12-21,82,0.7829999999999999,0.6920000000000001
12,Nimo,3ZuBEj9ppJe8GSdKaMTfMN,Leyla,08OFGhKf7mK1BGhzMtXaqo,2019-02-15,75,0.838,0.66
13,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,2019-02-08,98,0.726,0.545
14,Fero47,4A7HeXSd4HtQuf6IR5XZ1b,JAJA,5z3vuYzS9UF6rD6TmBEdUf,2019-01-11,80,0.787,0.8390000000000001
15,Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,Speechless (feat. Erika Sirola),1rCcsYnmqbMYdkG7kS9GC5,2018-11-16,87,0.574,0.728
16,Pietro Lombardi,387fj6TuPJ3y2H8ViAm6r0,Nur ein Tanz,6oaNpCVXUtmG0eKxsPO6Uf,2019-02-15,73,0.652,0.752
17,MERO,5wyWp867LWGjFmYZXVSFnZ,Baller los,1IPRghUN3LFPNbCTsfBJx9,2018-11-23,81,0.642,0.598
18,Post Malone,246dkjvS1zLTtiykXe5h60,Wow.,6MWtB6iiXyIwun0YzU6DFP,2018-12-24,98,0.833,0.539
19,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,2019-01-11,92,0.807,0.887
20,Kool Savas,1SUu1Bi7ev9HbOzyVC77qD,Deine Mutter (feat. Nessi),4y8xXLG9O3Rbl6e1KaNRTG,2019-02-08,67,0.654,0.836
21,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Shallow,2VxeLyX666F8uXCJ0dZF8B,2018-10-05,93,0.5720000000000001,0.385
22,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,High Hopes,1rqqCSm0Qe4I9rUvWncaom,2018-06-22,94,0.579,0.904
23,Halsey,26VFTg2z8YR0cCuwLzESi2,Without Me,5p7ujcrUXASCNwRaWNHR1C,2018-10-04,97,0.752,0.488
24,Sido,4Yttlv9ndGjCDCVLqM7ACq,Tausend Tattoos,2PAYSgrVOBz8RJqp9B7QLu,2018-12-07,71,0.675,0.8029999999999999
25,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,Con Calma,5w9c2J52mkdntKOmRLeM2m,2019-01-24,94,0.737,0.86
26,Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,500 PS,4UOXo3xWnxYdTf3sFyRaUG,2018-10-05,78,0.805,0.924
27,KitschKrieg,5tHiL8SKSaZGMBUPIiSmX4,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",4Nip6oiJU24LqcUEi7u19S,2018-10-19,79,0.826,0.76
28,C ARMA,1wLLRA70itxEltujaQlLiT,Yapma,1194zYf7UfSXP4omxVTmPa,2018-12-21,74,0.7709999999999999,0.711
29,Shindy,5j21TGkrNEAJe3gG9VlS34,DODI,63THFs9ovzO3WQsz4lzh0H,2019-01-11,80,0.823,0.56
30,HUGEL,5PlfkPxwCpRRWQJBxCa0By,WTF (feat. Amber Van Day),0gn93i7HJt0calph67R5Wu,2018-11-30,77,0.8079999999999999,0.737
31,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,bury a friend,4NzMOnvSJVNKF7nw5NkXIP,2019-01-30,95,0.905,0.389
32,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,Look Back At It,3Ol2xnObFdKV9pmRD2t9x8,2018-12-21,90,0.7909999999999999,0.5870000000000001
33,Alle Farben,61ipISvUVa5LkJlKZnm3Oo,Fading,2RP8Svo0pMwZXnVcmOffDw,2018-11-02,79,0.7340000000000001,0.76
34,NOTD,5jAMCwdNHWr7JThxtMuEyy,So Close,7FjZU7XFs7P9jHI9Z0yRhK,2018-11-02,86,0.7,0.872
35,KitschKrieg,5tHiL8SKSaZGMBUPIiSmX4,"5 Minuten (feat. Cro, AnnenMayKantereit, Trettmann)",1rciHe0jRJnF3J6CuAwOH0,2019-02-08,74,0.84,0.718
36,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Say My Name,0YammaEkYSeo9vQYZ1OwS6,2018-09-14,88,0.703,0.66
37,King Khalil,08ao8gzTHBtNf5Laf9jjwR,G Klasse (feat. Lil Lano & M.O.030),6Xt6kg1kGrZCi4gJhijxeT,2019-02-01,68,0.865,0.5710000000000001
38,Lauv,5JZ7CnR6gTvEMKX4g70Amv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,2019-01-24,92,0.599,0.733
39,Dynoro,3v6Ji4uoWtKRkhuDUaxi9n,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,2018-06-08,89,0.6940000000000001,0.77
40,Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,Nur ein Grund (feat. Jah Khalib),1t7cJh7t5O5pgwkjZJv8pq,2019-02-15,71,0.7290000000000001,0.6509999999999999
41,Marshmello,64KEffDW9EtZ1y2vBYgq8T,Happier,2dpaYNEQHiRxtZbfNsse99,2018-08-17,96,0.687,0.792
42,Azet,39KEQQAG9JhIt71g9NEVhh,Wenn die Sonne untergeht,23N0z3XkwS2ErcNKsgCWAb,2019-01-18,78,0.609,0.8290000000000001
43,LX,10XY9PZCJKzUFzZOdtlQLU,HaifischNikez Allstars,0kLA41xkWzzYzMIEGFuDkP,2018-12-28,78,0.764,0.7440000000000001
44,KC Rebell,5p7mWeX4RlvqBCxylfiXdE,Hasso,3TN6azWcvHM18VxhYVB1AG,2019-02-03,75,0.812,0.6559999999999999
45,DJ Snake,540vIaP2JwjQb9dm3aArA4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,2018-09-28,95,0.841,0.7979999999999999
46,Samra,6h1s4i4XKIYv4ErDelLDN0,Cataleya,3MrTi2XjvQCZm8V1P1ryuR,2018-11-09,76,0.708,0.794
47,Mois,68LM3gnzfl4W5fkfLIxbQJ,Keller oder Cockschelle,4Lvu8RdqSW4uH6SHKgOfKq,2019-02-21,65,0.7340000000000001,0.871
